video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=qV75d1Q7jBM&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@universityofwashington,UW (University of Washington),Cherry Blossoms 101 from a UW student tour guide,13K,10 months,UW student tour guide Sydney Colescott takes us to the Quad on the University of Washington campus where the cherry blossoms ...,2024-01-22 21:28:45.882942
/watch?v=WzJc75S-LzY&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@universityofwashington,UW (University of Washington),UW Campus Tour: Hear It from a Husky,130K,8 years,Follow UW student Joe Santiago as he shows you around the University of Washington's Seattle campus and shares his tips ...,2024-01-22 21:28:45.892020
/watch?v=88KYomHYmjc&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@UniversityWalkTour,University Walk Tour,University of Washington - Virtual Walking Tour [4k 60fps],12K,1 year,"Walking on the University of Washington main campus during the cherry blossom season. The campus is located in city of Seattle, ...",2024-01-22 21:28:45.896698
/watch?v=D4R-YZ-VZhQ&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@adamgresch,Adam Gresch,Why You Should Go to the University of Washington,141K,5 years,A peek into what actually makes the University of Washington such a great place to go to school. Hint: It's not all the usual stuff you ...,2024-01-22 21:28:45.902630
/watch?v=wk8X2giqWM0&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@KiaraMadisen,Kiara Madisen,"Life as a UW Student in Seattle, WA | ft. Kam Schalk",68K,2 years,Finally got to live out my dream of exploring life as a student at my rival university! Kam and I reunite for the best 24 hour trip full of ...,2024-01-22 21:28:45.909211
/watch?v=Y-cn6v6VGj4&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@CampusMania,CampusMania,University of Washington | UW | 8K Campus Drone Tour,30K,2 years,An 8K tour of University of Washington campus! Check below for selected chapters of the video. Washington Universities Playlist: ...,2024-01-22 21:28:45.916227
/watch?v=PceuSD7syMs&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@UWHFS,UWHFS,UW HFS | How To Move In To The UW,20K,1 year,Make sure you like and subscribe for more content coming soon! To learn more about University of Washington's Housing & Food ...,2024-01-22 21:28:53.434861
/watch?v=eArtrDFSF24&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@TaylorQuynh,Taylor Quynh,Pros and Cons of the University of Washington,37K,2 years,A quick video on some of the pros and cons I've found at the UW over the past two years. Please make sure to like and subscribe!,2024-01-22 21:28:53.437034
/watch?v=VdB_a2HBjNo&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@rachellelui,Rachelle Lui,University of Washington ☆ Things I Wish I Knew Before Freshmen Year,49K,3 years,"Hi everyone! For upcoming freshmen, this is a short video on some things I wish I knew before I attended UW :) ☆ SOCIAL MEDIA ...",2024-01-22 21:28:53.438880
/watch?v=APu1Fhc-Z1I&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@purpleguac,Purple Guac,WORST Things About University of Washington,52K,3 years,"UW Talks Episode 2. We are seniors in college with differing backgrounds, experiences, and career paths. We came together to ...",2024-01-22 21:28:53.440565
/watch?v=-WR6I1EvVRY&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@KING5Seattle,KING 5 Seattle,ESPN's 'College GameDay' visits University of Washington,6K,3 months,"Fans began filling Red Square in Seattle as early as 3 a.m. on Saturday ahead of the UW vs. Oregon game. ESPN's ""College ...",2024-01-22 21:28:53.442996
/watch?v=OCq-kokmRts&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@jessicastarsinspace2563,Jessicastarsinspace,My *VERY* Unpopular Opinions About the University of Washington,5.9K,1 year,I'm currently a third-year student at the University of Washington double-majoring in Astronomy and Comprehensive Physics.,2024-01-22 21:28:53.444828
/watch?v=KORiFPQNPRY&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@fox13seattle,FOX 13 Seattle,Stepdad charged with murder after UW student was stabbed 100+ times in Seattle home,716K,4 months,New video shows the moments leading up to the vicious and deadly stabbing of a Seattle woman. She was a 21-year-old ...,2024-01-22 21:28:53.446224
/watch?v=7Z1y6F4FJW4&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@nancyhe,Nancy He 何南希,💗dorm room tour💗| university of washington,5.6K,5 months,dormtour #universityofwashington #seattle The long-awaited University of Washington dorm tour is finally here!! Sorry for the wait ...,2024-01-22 21:28:53.447498
/watch?v=nG3PNwPmCIU&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@jessicastarsinspace2563,Jessicastarsinspace,How Difficult is it to Get Into Every Major at UW?,20K,2 years,... student at uw anyway the point of today's video is to talk about the different majors at the university of washington and how easy ...,2024-01-22 21:28:53.448787
/watch?v=hyfG4_9zCOQ&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@jessicastarsinspace2563,Jessicastarsinspace,Why You Shouldn’t Go to the University of Washington,82K,2 years,"Hi everyone! If you're new to my channel, my name is Jessica, and I'm a second-year student at the University of Washington.",2024-01-22 21:28:53.450068
/watch?v=AEPZpPdnA3M&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@jessicastarsinspace2563,Jessicastarsinspace,How I Got Into the University of Washington | My Stats + Extracurriculars + More!,10K,3 years,Music Credits: don't leave me here alone by Artificial.Music https://soundcloud.com/artificial-music Creative Commons ...,2024-01-22 21:28:53.451246
/watch?v=CZn5jvoWQZM&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@fox13seattle,FOX 13 Seattle,University of Washington ranks 17th best university in the world | FOX 13 Seattle,2.2K,1 year,University of Washington ranks 17th best university in the world. Washington State University ranks among the top 300 ...,2024-01-22 21:28:53.452612
/watch?v=TQHy6-inRTo&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@andreakae834,andrea kae,seattle diaries | A day in the life of a UW student,6.5K,2 years,"episode 3 - Hi Everyone! Welcome back to another video! For this video, I show you guys a day in my life as a UW student. This is ...",2024-01-22 21:28:53.453866
/watch?v=LXzT-dTXjRg&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@KING5Seattle,KING 5 Seattle,"'I'm gutted, but still proud': UW fans in Houston and Seattle react to title game loss",43K,13 days,The University of Washington fell short of a national championship. The top-ranked Michigan Wolverines overpowered the ...,2024-01-22 21:28:53.455170
/watch?v=RRd8OMaLvAE&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@TimothyJoo,Tim Joo,my 5 Years of College at the University of Washington in Seattle,1.9K,1 year,HI FRIENDS! this week is such a vulnerable... and just personal video... This is a high-level perspective of my story at the ...,2024-01-22 21:28:53.456373
/watch?v=sKLUUL3CLhc&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@PNW4K,PNW 4K,"See Inside the University Book Store at the UW in Seattle, WA",517,9 months,"Welcome to my channel, where I explore different places and share my experiences with you. In this video, I visit the University ...",2024-01-22 21:28:53.457578
/watch?v=LNeInpOr_AU&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@KING5Seattle,KING 5 Seattle,UW super fans react to news of head coach Kalen DeBoer leaving,20K,9 days,"Purple and gold run deep for the Erickson family, centering their Saturdays around UW football. READ MORE: ...",2024-01-22 21:28:53.458891
/watch?v=eBStIHesXLc&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@andreamuljono8413,Andrea Muljono,Day In The Life of ✩Computer Science Major✩ at University of Washington Seattle,9.1K,1 year,Hi! I'm Andrea and I'm a 3rd-year studying Computer Science at the University of Washington Seattle! Here's a typical day in my ...,2024-01-22 21:28:53.460167
/watch?v=znZCU6W3yBc&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@CNBCMakeIt,CNBC Make It,"Living On $27K A Year In Seattle, WA | Millennial Money",224K,9 months,"Chi Baik, 26, lives in Seattle, Washington and earns $27000 a year as a Ph.D. student. Baik used to work as a teacher outside ...",2024-01-22 21:29:03.438735
/watch?v=SgFdTaV1_04&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@TaylorQuynh,Taylor Quynh,How I Got Into UW Seattle as an Out of State Student: High School Stats + Application,16K,2 years,I applied to UW in 2019 as an out of state student. I grew up in Seattle so UW was my dream school and I am so happy here!,2024-01-22 21:29:03.443006
/watch?v=ht8ObQN751Y&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@brianbae4020,Brian Bae,Day In My Life at The University of Washington,130K,5 years,This is what happens in a typical day in my life at UW! Welcome to my Channel! I'm Brian and I'm a sophomore at the University of ...,2024-01-22 21:29:03.446164
/watch?v=TQNjDlL535g&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@Sincerelylaure,Sincerelylaure,my university apartment room tour | UW seattle area,272,7 months,Business Inquiries: laurenn.huynhh@gmail.com HOW TO SAVE $$: USE CODE “LAURE20” for 20% OFF at Halara: ...,2024-01-22 21:29:03.448929
/watch?v=K8ZLrxmN7Q4&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@KING5Seattle,KING 5 Seattle,More University of Washington students are in need of food assistance,3.2K,10 months,"Leaders at the UW Food Pantry said they are seeing about double the number of people in need of food now, compared to one ...",2024-01-22 21:29:03.453685
/watch?v=imvhp7RWuG8&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@dobochobo,dobochobo,"college life vlog 🌸☔️ spring classes, cherry blossoms, & tips from a UW student!",446K,1 year,"hello friends!! surprised to see me so soon again? this video is for all my future college kiddos, a vlog sprinkled with ...",2024-01-22 21:29:03.457125
/watch?v=zGauqOEDdK0&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@Soundwayz,Sound Wayz,"[4K] Seattle's University District, and the University of WA Campus Walk Through",3.9K,10 months,"Seattle's University District and the University of Washington, Walking Tour in Seattle WA - USA. 2023 The University of ...",2024-01-22 21:29:03.460072
/watch?v=LUYGuQ1BxRo&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@PNW4K,PNW 4K,University District and University of Washington UW Campus Driving Tour in Seattle WA USA 2021,9.9K,2 years,00:00 Start at U Village 04:20 UW Fraternities and Sororities 06:40 Southbound on University Way 08:30 University Bookstore ...,2024-01-22 21:29:03.463961
/watch?v=qssBcJ20Dq8&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@theitwinerary3240,The Itwinerary,WALKING: University of Washington- Seattle,3.2K,1 year,"""The University of Washington (UW, simply Washington, or informally U-Dub)[7] is a public research university in Seattle, ...",2024-01-22 21:29:03.466836
/watch?v=hX-ycaFNAeQ&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@amelia9935,Amelia,RUSH EXPERIENCE AT UW SEATTLE (i dropped),4.7K,3 years,My experience rushing at the University of Washington. ☆ TIMESTAMPS Why I Rushed: 0:59 ☆ Registering: 2:42 ☆ Living ...,2024-01-22 21:29:03.470927
/watch?v=HQ1s0JxSpAA&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@fox13seattle,FOX 13 Seattle,Jedd Fisch to be introduced as new UW head coach on Tuesday | FOX 13 Seattle,2.2K,6 days,Washington is hiring Arizona's Jedd Fisch to succeed Kalen DeBoer as the next head football coach of the Huskies. Subscribe to ...,2024-01-22 21:29:03.473904
/watch?v=Fda-q7e2-x4&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@universityofwashingtonscho659,University of Washington School of Medicine,Match Day 2023 at the University of Washington School of Medicine Seattle Campus,2.3K,10 months,Match Day is one of the most anticipated events in a medical student's journey. It's the day graduating students find out where ...,2024-01-22 21:29:03.477059
/watch?v=l5gyReHsQNk&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@PNW4K,PNW 4K,"Exploring Around the UW University of Washington Medical Center | Seattle, WA",361,3 months,"Join me as I take you on a bike tour around the UW Medical Center in Seattle, one of the most prestigious and innovative health ...",2024-01-22 21:29:03.480102
/watch?v=Xvm6SH8BWBY&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@genjster,genjster,UW Seattle campus tour | Cherry Blossoms 🌸 | Seattle Walk 2022 🚶,3.2K,1 year,"In this video, I take you on a campus tour of the University of Washington (UW) campus in Seattle. The UW campus is often ...",2024-01-22 21:29:03.484142
/watch?v=4QHzR43852I&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@universityofwashington,UW (University of Washington),UW Admissions - frequently asked questions,45K,5 years,"UW Admissions counselors talk here about the application process -- weighing academic and personal achievement, submission ...",2024-01-22 21:29:03.487148
/watch?v=mZ3INmoc4qg&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@fox13seattle,FOX 13 Seattle,Person stabbed on UW campus | FOX 13 Seattle,670,10 months,Police are investigating after a person was stabbed on the University of Washington campus. Subscribe to FOX 13 Seattle: ...,2024-01-22 21:29:03.490141
/watch?v=ywB2juD2JxY&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@KING5Seattle,KING 5 Seattle,"End of an Apple Cup era? Fans reflect on UW, WSU exiting Pac-12",3.1K,1 month,"In a down-to-the-wire game, the University of Washington Huskies kept hold of their undefeated title with a 24-21 win over the ...",2024-01-22 21:29:03.498140
/watch?v=zA0kiRc9Hoo&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@KING5Seattle,KING 5 Seattle,Why is the University of Washington moving to the Big Ten?,4.8K,5 months,"KING 5's Paul Silvi describes what fueled the switch and what it means for UW, WSU and the Pac-12. READ MORE HERE: ...",2024-01-22 21:29:03.501404
/watch?v=05z4slkPWEU&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@KING5Seattle,KING 5 Seattle,Pro-Palestinian protest underway at University of Washington campus,7.3K,3 months,A protest organized by Students United For Palestinian Equality and Return is happening right now at Red Square on the UW ...,2024-01-22 21:29:14.892236
/watch?v=cY8XzI5PJJo&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@BOLonYouTube,BamaOnLine,"Bernard third UW transfer to Alabama | Latest on Ryan Williams | CFB, SEC",7.2K,Streamed 5 hours,"BamaOnLine's ""Big Three"" of recruiting coverage -- Tim Watts, Andrew Bone and Joseph Hastings -- join Travis Reier to review a ...",2024-01-22 21:29:14.894493
/watch?v=A299qy6FBj4&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@fox13seattle,FOX 13 Seattle,"UW, Seattle U students back on campus",972,1 year,Students at the University of Washington and Seattle University will return to campus on Monday. Subscribe to FOX 13 Seattle: ...,2024-01-22 21:29:14.901346
/watch?v=gpsF2O9h3XE&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@jessicastarsinspace2563,Jessicastarsinspace,What Do UW Students Really Think of Seattle? | Final Part | Middle Ground (UW Edition),468,1 year,"Hey everyone, Here's the final part to this series. Let me know what y'all think about what was said in the video! Xoxo, Jess.",2024-01-22 21:29:14.903493
/watch?v=N13odTqrLeg&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@UWAsianLL,UW Asian Languages & Literature,Learn Sanskrit at UW Seattle!,1.2K,1 year,Learn more about studying Sanskrit at the Department of Asian Languages and Literature!,2024-01-22 21:29:14.907890
/watch?v=wJzLoMBXFqE&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@KING5Seattle,KING 5 Seattle,'Free Palestine' rally on UW campus; Jewish students show up in support of Israel,31K,3 months,"As tensions rise between Israel and Palestine overseas following an attack by the Hamas terrorist group on Israel, people in ...",2024-01-22 21:29:14.910817
/watch?v=PiTX-FGCRc8&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@4kfamilyfunwalk206,4k Family Fun Walk,"4k Walking Tour in University District of Seattle, Most popular UW walking streets.",2.7K,1 year,"Spring time visited University of Washington than take a Walking Tour in University District of Seattle, Most popular UW walking ...",2024-01-22 21:29:14.913931
/watch?v=DVVPu8cvsJw&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@fox13seattle,FOX 13 Seattle,Fight outside bar leads to 4 UW students shot | FOX 13 Seattle,9.2K,1 year,Four University of Washington students are recovering from their wounds after a shooting this weekend. Subscribe to FOX 13 ...,2024-01-22 21:29:14.918092
/watch?v=wEjiipnB8Cs&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@universityofwashington,UW (University of Washington),2023's UW News video highlights,2.2K,1 month,"This minute-long video is a glimpse at just some of the video stories the UW News office produced this year. In 2023, UW students, ...",2024-01-22 21:29:14.920612
/watch?v=ckwCLUz4l7I&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@TravelmamaTipsInspiration,Travelmama Tips & Inspiration,Seattle University campus tour VS University of Washington campus tour #walk | #college | U Village,1.4K,4 months,Hi everyone! Join us as we walk through the Seattle University campus and the University of Washington campus We will also ...,2024-01-22 21:29:14.924011
/watch?v=AMMN17OiOKE&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@lynnngocnguyen,Lynn Ngoc Nguyen,Dorm Tour: UW Seattle Alder Hall,999,4 years,Here's a short room tour of my room in alder. I moving out so there's not much to see.,2024-01-22 21:29:14.926801
/watch?v=1Dx57JZLzBc&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@universityofwashington,UW (University of Washington),"Meet the UW: Seattle, Bothell and Tacoma Campuses",853,Streamed 2 years,Join us from 5-6pm on June 30 to learn more about the University of Washington! This is part of Admissions' Washington ...,2024-01-22 21:29:14.930825
/watch?v=hzSE2icQaJI&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@universityofwashington,UW (University of Washington),"At the University of Washington, we all pull together.",59K,4 months,"At the UW, when we combine our individual passions with a shared purpose, we go further, faster — together. For pushing ...",2024-01-22 21:29:14.933199
/watch?v=XyAoqKaDl18&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@UWLiveWell,UW LiveWell,Confidential Advocacy UW Seattle LiveWell,55,4 months,Find out more at livewell.uw.edu.,2024-01-22 21:29:14.937862
/watch?v=Xq1Xh4SCZt4&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@TimothyJoo,Tim Joo,UW Seattle | Day in the Life of a Freshman: Moving into Maple Hall!,7.4K,6 years,Moving into my new dorm! University of Washington Seattle Maple Hall! GEAR I USE: Main Camera: https://amzn.to/2Gq76b1 ...,2024-01-22 21:29:14.940785
/watch?v=UCrK7RLCdnk&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@fox13seattle,FOX 13 Seattle,Report: Armed dorm patrols to restart at UW | FOX 13 Seattle,3.4K,1 year,"According to Publi-Cola, armed police are allowed to patrol dorm hallways at the University of Washington again. Subscribe to ...",2024-01-22 21:29:14.943807
/watch?v=LsTDMkhXcUI&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@Motubeee,MoTube,YOU WONT BELIEVE WHAT HAPPENED! (UW Preview),131,15 hours,Took a trip to Seattle Washington to compete in the 2024 UW Indoor Preview.,2024-01-22 21:29:14.947174
/watch?v=73rr3gCVUIs&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@AmericanCollegeStrategies,American College Strategies,Campus Profile - University of Washington Seattle - UW,11K,9 years,"----------------------------------------------------------------------------- Thank you for watching, we really appreciate it! Cheers ~ Kathleen ...",2024-01-22 21:29:14.949905
/watch?v=ZELF-NNdSMU&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@HighlineCollege,Highline College,UW Seattle Psychology Info Session,745,5 years,An advisor from the UW Seattle Psychology department will be on campus to discuss the requirements for applying to the ...,2024-01-22 21:29:14.953211
/watch?v=4tj-SWPDOmI&pp=ygUKdXcgc2VhdHRsZQ%3D%3D,/@driveyou91,Drive You,"Driving Tour of the University of Washington 4K, ""UDUB, UW"" Washington, Seattle",761,2 years,"The University of Washington (UW, simply Washington, or informally U-Dub) is a public research university in Seattle, Washington.",2024-01-22 21:29:14.958526
